pce_max,FA,MA,Cs,Rb,Pb,Sn,I,Br,Cl,effective_area,anneal_T1,anneal_t1,anneal_T2,anneal_t2,encapsulation,ISOS-test_type,Temperature,RH,Sun,thickness,stable,deposit_type_Encoded,deposit_step_Encoded,anti_solution_Encoded,anti_add_Encoded,precursor_solution_Encoded,precursor_add_Encoded,structure_Encoded,substrate_Encoded,electrode_Encoded,ETL_Encoded,ETL-2_Encoded,ETL_add_Encoded,HTL_Encoded,HTL-2_Encoded,HTL_add_Encoded,up_passive_Encoded,down_passive_Encoded,anneal_atmosphere_Encoded,Is_FAMACs,Is_FACs,double_element,Is_FA,single_element,Is_FAMA,Is_Cs,Is_MA,tf,miu
0.1684,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,100,5.0,0,0,1,5.0,25.0,25.0,100.0,8,0.0,2,1,10,32,3,40,1,0,6,18,26,38,71,15,37,167,68,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8072301287319297,0.5409090909090909
0.1677,0.8,0.2,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.01,110,20.0,0,0,0,7.0,70.0,0.0,0.0,5,1.0,2,1,9,38,3,78,0,2,0,6,2,38,47,15,37,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9715963668303175,0.5409090909090909
0.1677,0.8,0.2,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.01,110,20.0,0,0,0,2.0,25.0,35.0,0.0,5,0.0,2,1,9,38,3,78,0,2,0,6,2,38,47,15,37,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9715963668303175,0.5409090909090909
0.1677,0.0,0.0,1.0,0.0,1.0,0.0,1.9,1.1,0.0,0.062,100,2.0,160,10,0,10.0,50.0,0.0,100.0,4,1.0,2,1,10,32,6,211,1,2,13,15,15,38,11,15,37,167,68,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8098984200218093,0.5634469696969696
0.1676,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.16,150,30.0,0,0,0,8.0,85.0,30.0,0.0,5,0.0,3,2,10,32,7,169,1,2,3,11,27,38,43,15,14,110,68,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9866146017834696,0.5409090909090909
0.1675,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,125,13.0,0,0,0,1.0,25.0,0.0,0.0,3,0.0,5,1,0,16,6,211,0,2,2,6,27,38,47,15,37,167,68,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9115234270177087,0.5409090909090909
0.1674,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,210,5.0,0,0,0,2.0,25.0,40.0,0.0,5,0.0,2,1,10,32,3,40,1,2,0,14,27,38,56,15,14,167,68,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8072301287319297,0.5409090909090909
0.1674,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,210,5.0,0,0,0,10.0,50.0,0.0,100.0,5,0.0,2,1,10,32,3,40,1,2,0,14,27,38,56,15,14,167,68,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8072301287319297,0.5409090909090909
0.1674,0.0,0.0,1.0,0.0,1.0,0.0,1.9,1.1,0.0,0.062,100,2.0,160,10,0,10.0,50.0,0.0,100.0,4,0.0,2,1,10,32,6,211,1,2,13,15,15,38,48,15,37,167,68,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8098984200218093,0.5634469696969696
0.1673,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.09,50,2.0,160,10,0,2.0,25.0,15.0,0.0,5,1.0,5,1,10,32,16,211,1,2,3,11,27,38,43,15,37,167,42,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8096499853205544,0.5613207547169812
0.166,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.09,60,1.0,180,10,0,2.0,25.0,20.0,0.0,5,1.0,5,1,10,32,6,203,1,2,12,15,27,38,56,15,14,167,68,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8096499853205544,0.5613207547169812
0.166,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.09,60,1.0,180,10,0,7.0,85.0,0.0,0.0,5,1.0,5,1,10,32,6,203,1,2,12,15,27,38,56,15,14,167,68,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8096499853205544,0.5613207547169812
0.166,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.1,220,5.0,0,0,0,1.0,25.0,0.0,0.0,5,0.0,2,1,10,32,3,40,1,0,12,14,27,38,56,15,14,167,68,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8072301287319297,0.5409090909090909
0.166,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.1,220,5.0,0,0,0,3.0,25.0,60.0,0.0,5,0.0,2,1,10,32,3,40,1,0,12,14,27,38,56,15,14,167,68,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8072301287319297,0.5409090909090909
0.1657,0.93,0.04,0.03,0.0,1.0,0.0,2.8,0.12,0.0,0.1,150,15.0,0,0,0,2.0,25.0,35.0,0.0,4,0.0,3,2,10,32,7,78,1,0,3,11,27,38,56,15,19,167,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9790205331359276,0.5433450087565674
0.1657,0.93,0.04,0.03,0.0,1.0,0.0,2.8,0.12,0.0,0.1,150,15.0,0,0,0,5.0,25.0,35.0,100.0,4,1.0,3,2,10,32,7,78,1,0,3,11,27,38,56,15,19,167,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9790205331359276,0.5433450087565674
0.1657,0.93,0.04,0.03,0.0,1.0,0.0,2.8,0.12,0.0,0.1,150,15.0,0,0,0,8.0,60.0,30.0,0.0,4,0.0,3,2,10,32,7,78,1,0,3,11,27,38,56,15,19,167,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9790205331359276,0.5433450087565674
0.1656,0.1,0.9,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,120,12.0,0,0,0,2.0,20.0,40.0,0.0,5,0.0,2,1,0,32,6,211,1,2,6,11,27,38,71,15,37,40,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9190325444942848,0.5409090909090909
0.1653,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.09,50,2.0,160,10,0,7.0,85.0,0.0,0.0,5,1.0,5,1,10,32,16,211,1,2,3,11,27,38,43,15,37,167,42,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8096499853205544,0.5613207547169812
0.165,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,150,30.0,0,0,0,5.0,25.0,25.0,100.0,4,0.0,5,1,0,32,6,70,0,2,0,3,3,38,31,15,37,167,68,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9866146017834696,0.5409090909090909
0.165,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.15,110,30.0,0,0,1,5.0,25.0,45.0,100.0,5,0.0,5,1,10,32,3,12,0,2,2,6,17,38,47,15,35,167,68,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9115234270177087,0.5409090909090909
0.165,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.12,100,10.0,0,0,0,2.0,25.0,20.0,0.0,3,0.0,5,1,0,32,6,211,1,0,0,14,27,38,56,15,14,167,68,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9115234270177087,0.5409090909090909
0.165,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.12,100,10.0,0,0,0,3.0,25.0,55.0,0.0,3,1.0,5,1,0,32,6,211,1,0,0,14,27,38,56,15,14,167,68,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9115234270177087,0.5409090909090909
0.165,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.12,100,10.0,0,0,0,8.0,65.0,30.0,0.0,3,0.0,5,1,0,32,6,211,1,0,0,14,27,38,56,15,14,167,68,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9115234270177087,0.5409090909090909
0.165,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.12,100,10.0,0,0,0,5.0,25.0,30.0,100.0,3,0.0,5,1,0,32,6,211,1,0,0,14,27,38,56,15,14,167,68,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9115234270177087,0.5409090909090909
0.1649,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.08,100,10.0,0,0,0,7.0,60.0,0.0,0.0,5,0.0,5,1,12,32,12,211,0,2,9,7,27,38,49,15,37,167,68,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9115234270177087,0.5409090909090909
0.1649,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.08,100,10.0,0,0,0,5.0,25.0,25.0,100.0,5,0.0,5,1,12,32,12,211,0,2,9,7,27,38,49,15,37,167,68,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9115234270177087,0.5409090909090909
0.1649,0.85,0.15,0.0,0.0,1.0,0.0,2.55,0.45,0.0,0.09,100,60.0,0,0,1,2.0,25.0,45.0,0.0,5,0.0,2,1,0,32,6,211,1,0,3,19,26,38,56,15,14,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9782300922575969,0.5499075785582255
0.1646,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.1,280,5.0,0,0,0,7.0,85.0,0.0,0.0,5,1.0,2,1,10,32,16,211,1,2,3,11,27,38,43,15,37,167,68,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8096499853205544,0.5613207547169812
0.1646,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.1,280,5.0,0,0,0,5.0,25.0,25.0,100.0,5,0.0,2,1,10,32,16,211,1,2,3,11,27,38,43,15,37,167,68,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8096499853205544,0.5613207547169812
0.1645,0.8,0.0,0.2,0.0,1.0,0.0,1.8,1.2,0.0,0.0576,60,2.0,100,10,0,1.0,25.0,0.0,0.0,3,1.0,5,1,6,32,6,156,0,2,7,3,13,38,49,15,37,145,68,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9578380101180239,0.5655893536121673
0.1643,0.95,0.05,0.0,0.0,1.0,0.0,2.85,0.15,0.0,10.0,100,60.0,0,0,0,2.0,27.0,35.0,0.0,6,1.0,5,1,7,32,6,78,1,0,3,11,27,0,56,15,19,167,68,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.983839622017358,0.5438756855575869
0.1642,0.86,0.14,0.0,0.0,1.0,0.0,2.94,0.06,0.0,0.09,150,15.0,0,0,0,2.0,30.0,25.0,0.0,6,0.0,3,2,10,32,7,138,1,2,3,11,27,38,56,15,14,167,68,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9764832528071368,0.542091836734694
0.1642,0.86,0.14,0.0,0.0,1.0,0.0,2.94,0.06,0.0,0.09,150,15.0,0,0,0,5.0,25.0,10.0,100.0,6,0.0,3,2,10,32,7,138,1,2,3,11,27,38,56,15,14,167,68,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9764832528071368,0.542091836734694
0.1639,0.86,0.14,0.0,0.0,1.0,0.0,2.94,0.06,0.0,0.09,150,20.0,0,0,0,2.0,25.0,30.0,0.0,5,1.0,4,2,10,32,7,78,1,2,0,11,27,38,56,15,19,110,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9764832528071368,0.542091836734694
0.1639,0.85,0.15,0.0,0.0,1.0,0.0,2.55,0.45,0.0,0.09,100,60.0,0,0,1,2.0,25.0,45.0,0.0,5,1.0,2,1,0,32,6,211,1,0,3,19,26,38,56,15,26,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9782300922575969,0.5499075785582255
0.1637,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.08,100,10.0,0,0,0,2.0,25.0,15.0,0.0,4,1.0,2,1,7,11,6,211,1,2,6,11,27,38,71,15,37,63,68,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9115234270177087,0.5409090909090909
0.1637,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.08,100,10.0,0,0,0,8.0,60.0,15.0,0.0,4,1.0,2,1,7,11,6,211,1,2,6,11,27,38,71,15,37,63,68,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9115234270177087,0.5409090909090909
0.1637,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.08,100,10.0,0,0,0,5.0,25.0,15.0,100.0,4,0.0,2,1,7,11,6,211,1,2,6,11,27,38,71,15,37,63,68,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9115234270177087,0.5409090909090909
0.1637,0.38,0.6,0.02,0.0,1.0,0.0,2.67,0.33,0.0,0.09,105,30.0,0,0,0,1.0,25.0,0.0,0.0,6,0.0,2,1,0,32,6,211,0,0,0,6,2,38,38,15,8,167,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9397841946880549,0.5474788369525212
0.1637,0.38,0.6,0.02,0.0,1.0,0.0,2.67,0.33,0.0,0.09,105,30.0,0,0,0,3.0,25.0,70.0,0.0,6,0.0,2,1,0,32,6,211,0,0,0,6,2,38,38,15,8,167,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9397841946880549,0.5474788369525212
0.1633,0.8,0.0,0.2,0.0,1.0,0.0,2.1,0.9,0.0,0.14,100,30.0,0,0,0,2.0,25.0,30.0,0.0,5,0.0,5,1,0,32,6,211,1,2,0,11,27,38,56,15,14,167,68,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9560244155593227,0.5592105263157895
0.1633,0.8,0.0,0.2,0.0,1.0,0.0,2.1,0.9,0.0,0.14,100,30.0,0,0,0,7.0,85.0,0.0,0.0,5,0.0,5,1,0,32,6,211,1,2,0,11,27,38,56,15,14,167,68,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9560244155593227,0.5592105263157895
0.1633,0.9,0.0,0.1,0.0,1.0,0.0,3.0,0.0,0.0,0.1,150,10.0,0,0,0,2.0,21.0,40.0,0.0,5,0.0,5,1,7,32,6,211,1,0,3,11,27,38,56,15,14,167,68,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9686761544783156,0.5409090909090909
0.1633,0.9,0.0,0.1,0.0,1.0,0.0,3.0,0.0,0.0,0.1,150,10.0,0,0,0,8.0,85.0,15.0,0.0,5,0.0,5,1,7,32,6,211,1,0,3,11,27,38,56,15,14,167,68,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9686761544783156,0.5409090909090909
0.163,0.8,0.0,0.2,0.0,1.0,0.0,2.841,0.159,0.0,0.13,130,30.0,0,0,0,7.0,85.0,0.0,0.0,5,1.0,0,0,10,32,12,49,0,2,7,5,3,38,38,15,37,167,68,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9516552984660954,0.5440547163600452
0.1629,0.8,0.1,0.1,0.0,1.0,0.0,3.0,0.0,0.0,0.09,110,10.0,0,0,0,5.0,25.0,35.0,100.0,5,0.0,5,1,0,32,6,211,0,0,0,3,3,38,38,15,37,167,68,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9611670370017396,0.5409090909090909
0.162,0.72,0.23,0.05,0.0,1.0,0.0,2.31,0.69,0.0,0.159,100,10.0,0,0,0,2.0,25.0,40.0,0.0,5,1.0,5,1,0,32,6,211,1,0,3,19,26,38,56,15,14,3,68,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9645666457525547,0.5548302872062664
0.162,0.7,0.0,0.3,0.0,0.7,0.3,3.0,0.0,0.0,0.09,150,15.0,0,0,0,1.0,25.0,0.0,0.0,7,0.0,5,1,7,32,6,149,0,2,0,3,3,38,47,15,37,167,68,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9386136809001324,0.5313636363636364
0.162,0.7,0.0,0.3,0.0,0.7,0.3,3.0,0.0,0.0,0.09,150,15.0,0,0,0,4.0,25.0,0.0,100.0,7,1.0,5,1,7,32,6,149,0,2,0,3,3,38,47,15,37,167,68,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9386136809001324,0.5313636363636364
0.1612,0.8,0.0,0.2,0.0,1.0,0.0,2.1,0.9,0.0,0.14,100,30.0,0,0,0,2.0,25.0,50.0,0.0,5,0.0,5,1,0,32,6,211,1,2,0,11,27,38,56,15,14,167,68,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9560244155593227,0.5592105263157895
0.1611,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,70,1.0,100,10,0,2.0,25.0,30.0,0.0,4,0.0,2,1,7,32,6,211,1,0,3,11,27,38,56,15,19,167,68,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9115234270177087,0.5409090909090909
0.1611,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,70,1.0,100,10,0,8.0,85.0,15.0,0.0,4,0.0,2,1,7,32,6,211,1,0,3,11,27,38,56,15,19,167,68,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9115234270177087,0.5409090909090909
0.1611,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,70,1.0,100,10,0,5.0,25.0,15.0,100.0,4,0.0,2,1,7,32,6,211,1,0,3,11,27,38,56,15,19,167,68,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9115234270177087,0.5409090909090909
0.161,0.1615,0.7885,0.05,0.0,1.0,0.0,2.49,0.51,0.0,0.075,100,15.0,0,0,0,2.0,25.0,25.0,0.0,3,1.0,5,1,0,32,6,211,1,0,6,11,27,38,8,15,37,167,68,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9210103803900096,0.5511300481659873
0.161,0.1,0.9,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.04,120,10.0,0,0,0,3.0,25.0,55.0,0.0,5,1.0,2,1,0,32,6,211,1,2,6,11,27,38,71,15,37,77,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9190325444942848,0.5409090909090909
0.161,0.1,0.9,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.04,120,10.0,0,0,0,3.0,25.0,55.0,0.0,5,1.0,2,1,0,32,6,211,1,2,6,11,27,38,71,15,37,167,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9190325444942848,0.5409090909090909
0.1608,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,100,60.0,0,0,0,3.0,25.0,70.0,0.0,5,1.0,5,1,0,32,6,211,1,0,6,19,26,38,71,15,37,11,68,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9115234270177087,0.5409090909090909
0.1608,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,100,60.0,0,0,0,7.0,60.0,0.0,0.0,5,1.0,5,1,0,32,6,211,1,0,6,19,26,38,71,15,37,11,68,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9115234270177087,0.5409090909090909
0.16,0.8075,0.1425,0.05,0.0,1.0,0.0,2.55,0.45,0.0,0.09,120,45.0,0,0,0,5.0,25.0,50.0,100.0,5,1.0,5,1,7,32,6,211,1,2,1,11,27,38,56,15,14,101,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9697338265856181,0.5499075785582255
0.1599,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.09,50,2.0,160,10,0,7.0,85.0,0.0,0.0,5,1.0,5,1,10,32,16,211,1,2,3,11,27,38,43,15,37,167,68,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8096499853205544,0.5613207547169812
0.1591,0.1,0.9,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,120,12.0,0,0,0,2.0,20.0,40.0,0.0,5,0.0,2,1,0,32,6,211,1,2,6,11,27,38,71,15,37,100,68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9190325444942848,0.5409090909090909
0.1582,1.0,0.0,0.0,0.0,0.5,0.5,3.0,0.0,0.0,0.06,130,20.0,0,0,0,1.0,25.0,0.0,0.0,6,0.0,2,1,0,32,6,78,0,2,0,6,2,38,38,15,37,167,68,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9969071535159351,0.525
0.1582,1.0,0.0,0.0,0.0,0.5,0.5,3.0,0.0,0.0,0.06,130,20.0,0,0,0,2.0,25.0,25.0,0.0,6,0.0,2,1,0,32,6,78,0,2,0,6,2,38,38,15,37,167,68,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9969071535159351,0.525
0.1582,1.0,0.0,0.0,0.0,0.5,0.5,3.0,0.0,0.0,0.06,130,20.0,0,0,0,4.0,25.0,0.0,100.0,6,0.0,2,1,0,32,6,78,0,2,0,6,2,38,38,15,37,167,68,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9969071535159351,0.525
0.1582,1.0,0.0,0.0,0.0,0.5,0.5,3.0,0.0,0.0,0.06,130,20.0,0,0,0,7.0,65.0,0.0,0.0,6,0.0,2,1,0,32,6,78,0,2,0,6,2,38,38,15,37,167,68,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9969071535159351,0.525
0.1579,0.788,0.162,0.05,0.0,1.0,0.0,2.49,0.51,0.0,1.0,108,60.0,0,0,1,2.0,25.0,30.0,0.0,9,1.0,5,1,0,32,8,211,1,0,3,14,27,19,56,15,14,167,68,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9686280995941896,0.5511300481659873
0.1577,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.09,50,2.0,160,10,0,2.0,25.0,15.0,0.0,5,1.0,5,1,10,32,16,211,1,2,3,11,27,38,43,15,37,167,68,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8096499853205544,0.5613207547169812
0.1576,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.04,70,10.0,0,0,0,5.0,25.0,35.0,100.0,4,0.0,2,1,0,32,6,144,0,0,0,6,3,38,7,15,37,167,68,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9115234270177087,0.5409090909090909
0.1576,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.04,70,10.0,0,0,0,5.0,25.0,20.0,0.0,4,1.0,2,1,0,32,6,144,0,0,0,6,3,38,7,15,37,167,68,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9115234270177087,0.5409090909090909
0.1575,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.148,150,15.0,0,0,0,2.0,25.0,30.0,0.0,7,0.0,5,1,7,32,6,211,1,0,3,11,27,38,56,15,19,167,68,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9866146017834696,0.5409090909090909
0.1575,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.148,150,15.0,0,0,1,5.0,25.0,30.0,100.0,7,0.0,5,1,7,32,6,211,1,0,3,11,27,38,56,15,19,167,68,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9866146017834696,0.5409090909090909
0.1571,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.04,180,10.0,0,0,0,7.0,85.0,0.0,0.0,5,1.0,2,1,10,32,6,211,1,2,13,11,27,38,58,15,37,167,32,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8096499853205544,0.5613207547169812
0.1568,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,100,60.0,0,0,0,3.0,25.0,70.0,0.0,5,1.0,5,1,0,32,6,211,1,0,6,19,26,38,71,15,37,161,68,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9115234270177087,0.5409090909090909
0.1568,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09,100,60.0,0,0,0,7.0,60.0,0.0,0.0,5,1.0,5,1,0,32,6,211,1,0,6,19,26,38,71,15,37,161,68,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9115234270177087,0.5409090909090909
0.1557,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.045,50,1.0,310,10,0,2.0,25.0,30.0,0.0,5,1.0,5,1,9,32,6,211,1,0,6,14,27,38,71,15,37,98,68,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8096499853205544,0.5613207547169812
0.1551,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.1,160,10.0,250,1,0,2.0,25.0,50.0,0.0,3,1.0,5,1,10,32,6,28,1,2,3,11,27,38,56,15,14,167,68,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8096499853205544,0.5613207547169812
0.1545,0.38,0.07,0.53,0.02,1.0,0.0,2.67,0.33,0.0,0.25,100,20.0,0,0,0,5.0,25.0,35.0,0.0,5,0.0,5,1,0,32,6,211,1,0,3,11,0,38,56,15,14,167,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8832760541341561,0.5474788369525212
0.1545,0.0,0.0,1.0,0.0,1.0,0.0,1.9,1.1,0.0,0.062,100,2.0,160,10,0,10.0,50.0,0.0,100.0,4,0.0,2,1,10,32,6,211,1,2,13,15,15,38,49,15,37,167,68,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8098984200218093,0.5634469696969696
0.1543,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.1,160,10.0,250,1,0,2.0,25.0,50.0,0.0,3,1.0,5,1,10,32,6,28,1,2,3,11,27,38,56,15,14,167,68,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8096499853205544,0.5613207547169812
0.1543,0.0,0.0,1.0,0.0,1.0,0.0,1.8,1.2,0.0,0.1,40,3.0,250,10,0,2.0,25.0,25.0,0.0,5,1.0,5,1,7,14,16,148,1,0,6,18,26,38,71,15,37,167,68,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8101480614489963,0.5655893536121673
0.1543,0.0,0.0,1.0,0.0,1.0,0.0,1.8,1.2,0.0,0.1,40,3.0,250,10,0,8.0,85.0,25.0,0.0,5,1.0,5,1,7,14,16,148,1,0,6,18,26,38,71,15,37,167,68,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8101480614489963,0.5655893536121673
